32  row, add v1 
500 msec interval
SS vs= 1.01  t=  210
B 10186 7101 -102  229
B 10196 7279 -102  232
B 10206 7339 -102  232
B 10216 7277 -102  232
*** amax = 232  vhit = 92
B 10226 7289  -93  223
B 10236 7049  -93  208
B 10246 7092  -93  193
B 10256 6946  -93  177
B 10266 6973  -93  159
B 10276 7019  -93  140
B 10286 7149  -93  121
B 10296 7399  -93  100
B 10306 7395  -93   77
B 10316 7463  -93   54
B 10326 7471  -93   30
B 10336 7489  -93    5
push -11 -10
push out at target
B 10346 7465   81  -17
B 10356 7502   81  -28
B 10366 7473   81  -40
B 10376 7398   81  -55
B 10386 7450   81  -68
B 10396 7499   81  -82
B 10406 7471   81  -97
B 10416 7288   81 -112
B 10426 7229   81 -124
B 10436 7272   81 -131
B 10446 7351   49 -132
B 10456 7321    0 -132
B 10466 7394   10 -128
B 10476 7083   10 -116
B 10486 7177   10 -102
B 10496 7183   10  -90
B 10506 7593   10  -76
B 10516 7603   10  -62
B 10526 7787   10  -48
B 10536 7787   10  -34
B 10546 7790   10  -20
pb end 
B 10556 7791    0   -6
B 10566 7791    0    6
B 10576 7792    0   16
B 10586 7831    0   24
B 10596 7831    0   29
B 10606 7832    0   32
B 10616 7831    0   33
B 10626 7832    0   34
B 10636 7832    0   34
B 10646 7835    0   34
B 10656 7832    0   34
B 10666 7832    0   34
B 10676 7835    0   33
B 10686 7833    0   32
B 10696 7833    0   29
B 10706 7835    0   26
B 10716 7835    0   24
B 10726 7835    0   21
B 10736 7835    0   18
B 10746 7835    0   16
B 10756 7836    0   14
B 10766 7837    0   12
B 10776 7835    0   10
B 10786 7835    0    8
B 10796 7833    0    6
B 10806 7835    0    4
B 10816 7836    0    3
B 10826 7835    0    1
B 10836 7836    0    0
B 10846 7836    0   -1
B 10856 7835    0   -2
B 10866 7835    0   -2
B 10876 7836    0   -3
B 10886 7836    0   -3
B 10896 7836    0   -3
B 10906 7835    0   -3
B 10916 7836    0   -3
B 10926 7837    0   -3
B 10936 7836    0   -3
B 10946 7836    0   -3
B 10956 7837    0   -3
B 10966 7836    0   -3
B 10976 7837    0   -3
B 10986 7836    0   -3
B 10996 7836    0   -3
B 11006 7836    0   -3
B 11016 7837    0   -3
B 11026 7836    0   -3
B 11036 7837    0   -3
B 11046 7837    0   -3
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8157
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 11057 7836   71   -3
B 11067 7839   71   -3
B 11077 7717   71   -3
B 11087 7693   71   -3
B 11097 7712   71   -3
B 11107 7381   71   -3
B 11117 7398   71   -3
B 11127 7500   71   -3
B 11137 7570   71    0
B 11147 7495   71    8
B 11157 7377   71   17
B 11167 7223   71   26
B 11177 7248   71   34
B 11187 7249   71   43
B 11197 7274   71   51
B 11207 7277   71   59
B 11217 7300   58   68
B 11227 7353   44   78
B 11237 7391   30   87
B 11247 7461   30   96
B 11257 7435   30  106
*** adj PULL_V2->58 
*** dt = 67 , A = 113 , rpm = 315 
B 11267 7460   59  116
B 11277 7541   59  124
B 11287 7712   59  132
B 11297 7680   59  140
B 11307 7714   59  148
B 11317 7676   59  156
B 11327 7666   59  164
pull out 168
B 11337 7542 -102  172
B 11347 7601 -102  182
B 11357 7587 -102  192
B 11367 7418 -102  201
B 11377 7353 -102  208
B 11387 7404 -102  216
B 11397 7491 -102  224
B 11407 7240 -102  230
B 11417 7199 -102  234
B 11427 7222 -102  234
B 11437 7332 -102  234
*** amax = 234  vhit = 91
B 11447 7304  -92  229
B 11457 7263  -92  216
B 11467 6939  -92  202
B 11477 6994  -92  186
B 11487 6915  -92  168
B 11497 7038  -92  150
B 11507 7067  -92  130
B 11517 7217  -92  110
B 11527 7430  -92   88
B 11537 7423  -92   66
B 11547 7464  -92   42
B 11557 7480  -92   17
B 11567 7495  -92   -8
push -12 -10
push out at target
B 11577 7506   81  -22
B 11587 7522   81  -33
B 11597 7414   81  -46
B 11607 7402   81  -60
B 11617 7445   81  -72
B 11627 7490   81  -86
B 11637 7278   81 -100
B 11647 7376   81 -112
B 11657 7274   81 -121
B 11667 7265   65 -124
B 11677 7329   14 -124
B 11687 7462   10 -124
B 11697 7435   10 -113
B 11707 7205   10 -101
B 11717 7233   10  -90
B 11727 7494   10  -77
B 11737 7782   10  -65
B 11747 7787   10  -52
B 11757 7788   10  -39
B 11767 7790   10  -26
B 11777 7792   10  -14
pb end 
B 11787 7791    0   -2
B 11797 7792    0    7
B 11807 7792    0   14
B 11817 7828    0   19
B 11827 7831    0   22
B 11837 7825    0   23
B 11847 7831    0   23
B 11857 7832    0   23
B 11867 7833    0   23
B 11877 7832    0   23
B 11887 7832    0   23
B 11897 7833    0   23
B 11907 7832    0   22
B 11917 7832    0   20
B 11927 7833    0   18
B 11937 7833    0   16
B 11947 7833    0   15
B 11957 7833    0   13
B 11967 7832    0   12
B 11977 7836    0   10
B 11987 7833    0    8
B 11997 7835    0    7
B 12007 7833    0    5
B 12017 7833    0    4
B 12027 7835    0    3
B 12037 7833    0    2
B 12047 7833    0    1
B 12057 7835    0    0
B 12067 7833    0    0
B 12077 7835    0    0
B 12087 7833    0   -1
B 12097 7835    0   -1
B 12107 7835    0   -1
B 12117 7835    0   -1
B 12127 7833    0   -1
B 12137 7835    0   -1
B 12147 7835    0   -1
B 12157 7835    0   -1
B 12167 7835    0   -1
B 12177 7835    0   -1
B 12187 7835    0   -1
B 12197 7836    0   -1
B 12207 7836    0   -1
B 12217 7836    0   -1
B 12227 7836    0   -1
B 12237 7835    0   -1
B 12247 7836    0   -1
B 12257 7836    0   -1
B 12267 7835    0   -1
B 12277 7835    0   -1
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8157
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 12287 7837   81   -1
B 12297 7836   81   -1
B 12307 7836   81   -1
B 12317 7701   81   -1
B 12327 7653   81   -1
B 12337 7668   81   -1
B 12347 7702   81    0
B 12357 7484   81    0
B 12367 7484   81    0
B 12377 7426   81    1
B 12387 7359   81   10
B 12397 7160   81   20
B 12409 7058   81   32
B 12419 7101   81   42
B 12429 7034   81   52
B 12439 7159   81   61
B 12450 7151   57   72
B 12461 7276   33   84
B 12471 7267   30   96
B 12481 7369   30  108
B 12491 7392   30  120
*** adj PULL_V2->30 
*** dt = 38 , A = 121 , rpm = 398 
B 12501 7383   30  132
B 12511 7399   30  141
B 12521 7725   30  152
pull out 161
B 12531 7730 -102  162
B 12541 7730 -102  172
B 12551 7733 -102  180
B 12561 7770 -102  190
B 12571 7564 -102  197
B 12581 7510 -102  203
B 12591 7546 -102  209
B 12601 7601 -102  214
B 12611 7009 -102  217
B 12621 7204 -102  220
B 12631 7137 -102  220
B 12641 7272 -102  220
*** amax = 220  vhit = 98
B 12651 7318 -100  216
B 12661 7299 -100  203
B 12671 7144 -100  188
B 12681 7025 -100  172
B 12691 7091 -100  156
B 12701 7004 -100  138
B 12711 7283 -100  119
B 12721 7289 -100   99
B 12731 7361 -100   77
B 12741 7460 -100   55
B 12751 7466 -100   31
B 12761 7480 -100    7
push -13 -10
push out at target
B 12771 7492   81  -16
B 12781 7494   81  -28
B 12791 7464   81  -40
B 12801 7450   81  -54
B 12811 7436   81  -68
B 12821 7481   81  -82
B 12831 7096   81  -98
B 12841 7132   81 -113
B 12851 7212   81 -128
B 12861 7324   81 -137
B 12871 7256   65 -140
B 12881 7324   14 -140
B 12891 7208   10 -140
B 12901 7342   10 -132
B 12911 7194   10 -120
B 12921 7401   10 -111
B 12931 7417   10  -99
B 12941 7743   10  -87
B 12951 7784   10  -76
B 12961 7787   10  -64
B 12971 7788   10  -52
pb end 
B 12981 7790    0  -41
B 12991 7790    0  -30
B 13001 7826    0  -20
B 13011 7790    0  -10
B 13021 7792    0   -2
B 13031 7829    0    3
B 13041 7829    0    7
B 13051 7831    0    9
B 13061 7831    0   11
B 13071 7829    0   11
B 13081 7832    0   11
B 13091 7831    0   11
B 13101 7832    0   11
B 13111 7833    0   11
B 13121 7832    0   11
B 13131 7829    0   11
B 13141 7832    0   10
B 13151 7832    0   10
B 13161 7832    0   10
B 13171 7832    0    9
B 13181 7832    0    8
B 13191 7832    0    7
B 13201 7832    0    6
B 13211 7833    0    6
B 13221 7832    0    5
B 13231 7831    0    4
B 13241 7832    0    4
B 13251 7833    0    4
B 13261 7833    0    4
B 13271 7832    0    3
B 13281 7833    0    3
B 13291 7833    0    2
B 13301 7833    0    2
B 13311 7833    0    2
B 13321 7833    0    2
B 13331 7833    0    2
B 13341 7833    0    2
B 13351 7833    0    2
B 13361 7835    0    2
B 13371 7835    0    2
B 13381 7833    0    2
B 13391 7832    0    2
B 13401 7835    0    2
B 13411 7833    0    2
B 13421 7833    0    2
B 13431 7833    0    2
B 13441 7833    0    2
B 13451 7835    0    2
B 13461 7833    0    2
B 13471 7836    0    2
SSS vs= 1.02  t=  215
%P VOLT1   = 7683
%P VOLT2   = 8153
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 13482 7871   81    2
B 13492 7833   81    2
B 13502 7737   81    2
B 13512 7653   81    2
B 13522 7659   81    2
B 13532 7687   81    2
B 13542 7716   81    2
B 13552 7440   81    2
B 13562 7379   81    4
B 13572 7291   81   14
B 13582 7066   81   23
B 13592 7062   81   33
B 13602 6987   81   42
B 13612 7063   81   52
B 13622 7082   81   61
B 13633 7149   57   72
B 13643 7277   37   82
B 13654 7360   30   95
B 13664 7407   30  106
B 13674 7372   30  117
*** adj PULL_V2->42 
*** dt = 47 , A = 119 , rpm = 364 
B 13684 7640   42  126
B 13694 7650   42  135
B 13704 7715   42  144
B 13714 7712   42  154
pull out 163
B 13724 7713 -101  164
B 13734 7713 -101  172
B 13744 7677 -101  180
B 13754 7590 -101  188
B 13764 7507 -101  195
B 13774 7522 -101  200
B 13784 7567 -101  207
B 13794 7012 -101  212
B 13804 7216 -101  215
B 13814 7175 -101  217
B 13824 7350 -101  217
B 13834 7341 -101  217
*** amax = 217  vhit = 99
B 13844 7307 -100  208
B 13854 7231 -100  196
B 13864 7062 -100  180
B 13874 7123 -100  165
B 13884 6970 -100  148
B 13894 7196 -100  129
B 13904 7215 -100  110
B 13914 7324 -100   89
B 13924 7426 -100   67
B 13934 7426 -100   44
B 13944 7466 -100   20
B 13954 7485 -100   -4
push -11 -10
push out at target
B 13964 7494   81  -21
B 13974 7484   81  -32
B 13984 7472   81  -44
B 13994 7394   81  -59
B 14004 7459   81  -72
B 14014 7324   81  -87
B 14024 7368   81 -102
B 14034 7139   81 -117
B 14044 7383   81 -129
B 14054 7288   81 -135
B 14064 7302   40 -136
B 14074 7140    0 -136
B 14084 7278   10 -132
B 14094 7182   10 -120
B 14104 7151   10 -107
B 14114 7187   10  -96
B 14124 7593   10  -82
B 14134 7777   10  -68
B 14144 7782   10  -56
B 14154 7787   10  -42
B 14164 7787   10  -29
pb end 
B 14174 7788    0  -16
B 14184 7788    0   -4
B 14194 7790    0    7
B 14204 7790    0   15
B 14214 7790    0   20
B 14224 7794    0   24
B 14234 7792    0   26
B 14244 7828    0   26
B 14254 7831    0   26
B 14264 7829    0   26
B 14274 7829    0   26
B 14284 7831    0   26
B 14294 7829    0   26
B 14304 7831    0   25
B 14314 7831    0   24
B 14324 7829    0   21
B 14334 7829    0   18
B 14344 7831    0   16
B 14354 7831    0   14
B 14364 7831    0   12
B 14374 7831    0   10
B 14384 7831    0    8
B 14394 7832    0    6
B 14404 7832    0    5
B 14414 7828    0    4
B 14424 7832    0    3
B 14434 7831    0    2
B 14444 7832    0    0
B 14454 7831    0    0
B 14464 7832    0    0
B 14474 7832    0   -1
B 14484 7832    0   -1
B 14494 7832    0   -1
B 14504 7833    0   -1
B 14514 7832    0   -1
B 14524 7832    0   -1
B 14534 7831    0   -1
B 14544 7835    0   -1
B 14554 7833    0   -1
B 14564 7833    0   -1
B 14574 7832    0   -1
B 14584 7833    0   -1
B 14594 7832    0   -1
B 14604 7832    0   -1
B 14614 7835    0   -1
B 14624 7832    0   -1
B 14634 7832    0   -1
B 14644 7835    0   -1
B 14654 7832    0   -1
B 14664 7869    0   -1
B 14674 7833    0   -1
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8146
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 14684 7832   81   -1
B 14694 7833   81   -1
B 14704 7826   81   -1
B 14714 7671   81   -1
B 14724 7653   81   -1
B 14734 7675   81   -1
B 14744 7705   81   -1
B 14754 7295   81   -1
B 14764 7481   81   -1
B 14774 7415   81    5
B 14784 7302   81   14
B 14794 7093   81   24
B 14804 7106   81   34
B 14814 7077   81   44
B 14824 7110   81   53
B 14834 7123   75   63
B 14844 7183   57   73
B 14854 7265   33   84
B 14864 7279   30   95
B 14874 7382   30  106
B 14884 7461   30  117
*** adj PULL_V2->42 
*** dt = 46 , A = 120 , rpm = 364 
B 14894 7490   42  128
B 14904 7468   42  137
B 14914 7688   42  147
B 14924 7682   42  156
pull out 164
B 14934 7713 -102  167
B 14944 7713 -102  176
B 14954 7715 -102  184
B 14964 7541 -102  192
B 14974 7487 -102  196
B 14984 7518 -102  203
B 14994 7571 -102  208
B 15004 7158 -102  212
B 15014 7177 -102  216
B 15024 7266 -102  216
B 15034 7363 -102  216
B 15044 7296 -102  216
*** amax = 216  vhit = 100
B 15054 7309 -102  204
B 15064 7032 -102  191
B 15074 7081 -102  176
B 15084 7005 -102  159
B 15094 7025 -102  141
B 15104 7062 -102  123
B 15114 7185 -102  104
B 15124 7399 -102   82
B 15134 7388 -102   60
B 15144 7423 -102   37
B 15154 7471 -102   12
push -11 -10
push out at target
B 15164 7484   81  -12
B 15174 7460   81  -24
B 15184 7474   81  -36
B 15194 7400   81  -48
B 15204 7402   81  -63
B 15214 7403   81  -76
B 15224 7445   81  -90
B 15234 7270   81 -105
B 15244 7365   81 -120
B 15254 7282   81 -129
B 15264 7271   65 -133
B 15274 7297   23 -133
B 15284 7361   10 -133
B 15294 7318   10 -125
B 15304 7146   10 -112
B 15314 7182   10 -101
B 15324 7408   10  -89
B 15334 7776   10  -76
B 15344 7781   10  -63
B 15354 7784   10  -50
B 15364 7787   10  -37
pb end 
B 15374 7790    0  -25
B 15384 7788    0  -13
B 15394 7790    0   -2
B 15404 7792    0    7
B 15414 7791    0   13
B 15424 7826    0   17
B 15434 7828    0   20
B 15444 7828    0   20
B 15454 7826    0   20
B 15464 7828    0   20
B 15474 7828    0   20
B 15484 7831    0   20
B 15494 7828    0   20
B 15504 7829    0   20
B 15514 7829    0   20
B 15524 7829    0   18
B 15534 7832    0   16
B 15544 7831    0   14
B 15554 7829    0   12
B 15564 7831    0   11
B 15574 7831    0   10
B 15584 7831    0    8
B 15594 7831    0    8
B 15604 7831    0    6
B 15614 7831    0    5
B 15624 7868    0    4
B 15634 7829    0    4
B 15644 7829    0    3
B 15654 7832    0    2
B 15664 7831    0    1
B 15674 7829    0    1
B 15684 7831    0    0
B 15694 7831    0    0
B 15704 7832    0    0
B 15714 7831    0    0
B 15724 7832    0    0
B 15734 7832    0    0
B 15744 7832    0    0
B 15754 7831    0    0
B 15764 7832    0    0
B 15774 7831    0    0
B 15784 7832    0    0
B 15794 7833    0    0
B 15804 7832    0    0
B 15814 7831    0    0
B 15824 7832    0    0
B 15834 7831    0    0
B 15844 7832    0    0
B 15854 7832    0    0
B 15864 7832    0    0
B 15874 7832    0    0
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8146
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 15884 7831   81    0
B 15894 7832   81    0
B 15904 7833   81    0
B 15914 7745   81    0
B 15924 7659   81    0
B 15934 7661   81    0
B 15944 7688   81    0
B 15954 7465   81    0
B 15964 7433   81    0
B 15974 7384   81    0
B 15984 7371   81    9
B 15994 7139   81   19
B 16004 7130   81   28
B 16014 7053   81   38
B 16024 7023   81   48
B 16034 7048   81   57
B 16044 7227   69   67
B 16054 7280   47   77
B 16064 7267   30   88
B 16074 7255   30  100
B 16084 7326   30  112
*** adj PULL_V2->30 
*** dt = 39 , A = 120 , rpm = 398 
B 16094 7368   30  124
B 16104 7352   30  134
B 16114 7716   30  144
B 16124 7723   30  154
pull out 160
B 16134 7727 -102  164
B 16144 7729 -102  172
B 16154 7732 -102  181
B 16164 7716 -102  191
B 16174 7503 -102  196
B 16184 7484 -102  202
B 16194 7527 -102  208
B 16204 6975 -102  212
B 16214 7022 -102  215
B 16224 7335 -102  216
B 16234 7366 -102  216
B 16244 7256 -102  216
*** amax = 216  vhit = 100
B 16254 7284 -102  208
B 16264 7138 -102  196
B 16274 7176 -102  180
B 16284 6950 -102  164
B 16294 6970 -102  148
B 16304 7014 -102  130
B 16314 7247 -102  110
B 16324 7358 -102   90
B 16334 7352 -102   68
B 16344 7422 -102   46
B 16354 7467 -102   22
B 16364 7481 -102   -3
push -10 -10
push out at target
B 16374 7495   81  -20
B 16384 7387   81  -32
B 16394 7336   81  -43
B 16404 7441   81  -52
B 16414 7206   81  -64
B 16424 7250   81  -76
B 16434 7313   81  -86
B 16444 7375   81  -96
B 16454 7276   74 -100
B 16464 7363   23 -100
B 16474 7387   10 -100
B 16484 7488   10  -94
B 16494 7158   10  -83
B 16504 7403   10  -73
B 16514 7415   10  -61
B 16524 7778   10  -48
B 16534 7781   10  -36
B 16544 7785   10  -23
B 16554 7784   10  -10
B 16564 7785   10    2
pb end 
B 16574 7787    0   12
B 16584 7787    0   21
B 16594 7788    0   28
B 16604 7791    0   32
B 16614 7791    0   34
B 16624 7791    0   36
B 16634 7791    0   36
B 16644 7826    0   36
B 16654 7828    0   36
B 16664 7828    0   36
B 16674 7828    0   35
B 16684 7829    0   34
B 16694 7828    0   29
B 16704 7828    0   24
B 16714 7826    0   19
B 16724 7829    0   15
B 16734 7829    0   12
B 16744 7829    0    8
B 16754 7829    0    5
B 16764 7829    0    2
B 16774 7831    0    0
B 16784 7831    0   -2
B 16794 7828    0   -4
B 16804 7829    0   -6
B 16814 7829    0   -7
B 16824 7831    0   -8
B 16834 7828    0   -9
B 16844 7831    0  -10
B 16854 7831    0  -11
B 16864 7829    0  -11
B 16874 7829    0  -11
B 16884 7831    0  -11
B 16894 7831    0  -11
B 16904 7831    0  -11
B 16914 7829    0  -11
B 16924 7832    0  -11
B 16934 7829    0  -10
B 16944 7831    0  -10
B 16954 7831    0  -10
B 16964 7832    0  -10
B 16974 7831    0  -10
B 16984 7831    0  -10
B 16994 7831    0  -10
B 17004 7829    0  -10
B 17014 7831    0  -10
B 17024 7828    0  -10
B 17034 7831    0  -10
B 17044 7832    0  -10
B 17054 7831    0  -10
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8143
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 17064 7832   81  -10
B 17074 7832   81  -10
B 17084 7740   81  -10
B 17094 7654   81  -10
B 17104 7654   81  -10
B 17114 7685   81  -10
B 17124 7290   81  -10
B 17134 7443   81  -10
B 17144 7388   81   -6
B 17154 7365   81    2
B 17164 7278   81   12
B 17174 7265   81   22
B 17184 7075   81   32
B 17194 7047   81   42
B 17204 7079   81   52
B 17214 7198   79   61
B 17224 7258   59   72
B 17234 7237   37   82
B 17244 7287   30   93
B 17254 7354   30  105
B 17264 7399   30  116
*** adj PULL_V2->36 
*** dt = 43 , A = 120 , rpm = 381 
B 17274 7383   36  125
B 17284 7711   36  135
B 17294 7712   36  145
B 17304 7713   36  154
pull out 160
B 17314 7718 -102  164
B 17324 7721 -102  174
B 17334 7681 -102  182
B 17344 7495 -102  188
B 17354 7481 -102  193
B 17364 7525 -102  199
B 17374 6934 -102  204
B 17384 6981 -102  207
B 17394 7346 -102  208
B 17404 7387 -102  208
B 17414 7279 -102  208
*** amax = 208  vhit = 103
B 17424 7329 -105  204
B 17434 7209 -105  192
B 17444 7233 -105  178
B 17454 6932 -105  162
B 17464 6955 -105  145
B 17474 7002 -105  128
B 17484 7206 -105  109
B 17494 7322 -105   89
B 17504 7318 -105   68
B 17514 7459 -105   44
B 17524 7428 -105   21
B 17534 7440 -105   -3
push -10 -10
push out at target
B 17544 7488   81  -20
B 17554 7382   81  -30
B 17564 7333   81  -41
B 17574 7410   81  -50
B 17584 7424   81  -62
B 17594 7467   81  -73
B 17604 7282   81  -84
B 17614 7340   81  -92
B 17624 7246   57  -96
B 17634 7367   23  -96
B 17644 7424   10  -96
B 17654 7525   10  -90
B 17664 7194   10  -78
B 17674 7224   10  -69
B 17684 7237   10  -57
B 17694 7740   10  -44
B 17704 7780   10  -32
B 17714 7784   10  -18
B 17724 7782   10   -6
B 17734 7787   10    6
pb end 
B 17744 7788    0   16
B 17754 7785    0   24
B 17764 7788    0   31
B 17774 7790    0   34
B 17784 7825    0   36
B 17794 7790    0   37
B 17804 7791    0   37
B 17814 7825    0   37
B 17824 7826    0   37
B 17834 7826    0   37
B 17844 7825    0   37
B 17854 7826    0   36
B 17864 7826    0   32
B 17874 7826    0   27
B 17884 7826    0   22
B 17894 7826    0   18
B 17904 7826    0   14
B 17914 7829    0   10
B 17924 7828    0    6
B 17934 7829    0    3
B 17944 7828    0    0
B 17954 7828    0   -3
B 17964 7829    0   -5
B 17974 7828    0   -8
B 17984 7826    0   -9
B 17994 7831    0  -10
B 18004 7828    0  -10
B 18014 7829    0  -10
B 18024 7829    0  -10
B 18034 7829    0  -10
B 18044 7829    0  -10
B 18054 7828    0  -10
B 18064 7829    0  -10
B 18074 7829    0  -10
B 18084 7826    0  -10
B 18094 7828    0  -10
B 18104 7831    0   -9
B 18114 7829    0   -9
B 18124 7829    0   -8
B 18134 7831    0   -8
B 18144 7829    0   -8
B 18154 7831    0   -9
B 18164 7829    0   -9
B 18174 7829    0   -9
B 18184 7829    0   -9
B 18194 7829    0   -9
B 18204 7829    0   -9
B 18214 7831    0   -9
B 18224 7831    0   -9
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8139
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 18234 7831   81   -9
B 18244 7831   81   -9
B 18254 7737   81   -9
B 18264 7654   81   -9
B 18274 7657   81   -8
B 18284 7685   81   -8
B 18294 7249   81   -8
B 18304 7388   81   -8
B 18314 7312   81   -4
B 18324 7341   81    4
B 18334 7274   81   14
B 18344 7279   81   25
B 18354 7101   81   36
B 18365 7108   81   46
B 18375 7129   81   56
B 18385 7160   69   67
B 18396 7248   49   78
B 18406 7234   30   89
B 18416 7323   30  101
B 18426 7371   30  113
*** adj PULL_V2->30 
*** dt = 39 , A = 120 , rpm = 398 
B 18436 7406   30  124
B 18446 7389   30  134
B 18456 7682   30  144
B 18466 7685   30  155
pull out 160
B 18476 7726 -102  164
B 18486 7727 -102  174
B 18496 7729 -102  183
B 18506 7617 -102  192
B 18516 7522 -102  196
B 18526 7532 -102  203
B 18536 7578 -102  208
B 18546 7026 -102  212
B 18556 7061 -102  215
B 18566 7283 -102  216
B 18576 7289 -102  216
B 18586 7207 -102  216
*** amax = 216  vhit = 100
B 18596 7282 -102  206
B 18606 7179 -102  192
B 18616 7224 -102  177
B 18626 6964 -102  160
B 18636 7020 -102  144
B 18646 7056 -102  125
B 18656 7215 -102  106
B 18666 7325 -102   85
B 18676 7319 -102   63
B 18686 7429 -102   40
B 18696 7434 -102   16
B 18706 7448 -102   -8
push -12 -10
push out at target
B 18716 7460   81  -22
B 18726 7366   81  -34
B 18736 7341   81  -45
B 18746 7414   81  -55
B 18756 7463   81  -67
B 18766 7505   81  -78
B 18776 7240   81  -89
B 18786 7324   81  -98
B 18796 7238   65 -101
B 18806 7335   14 -101
B 18816 7465   10 -101
B 18826 7554   10  -93
B 18836 7244   10  -82
B 18846 7190   10  -72
B 18856 7204   10  -61
B 18866 7743   10  -49
B 18876 7780   10  -36
B 18886 7781   10  -24
B 18896 7781   10  -12
pb end 
B 18906 7782    0    0
B 18916 7785    0    9
B 18926 7784    0   18
B 18936 7787    0   24
B 18946 7788    0   28
B 18956 7788    0   29
B 18966 7825    0   30
B 18976 7825    0   30
B 18986 7826    0   30
B 18996 7826    0   30
B 19006 7828    0   30
B 19016 7826    0   30
B 19026 7826    0   28
B 19036 7828    0   24
B 19046 7826    0   20
B 19056 7826    0   16
B 19066 7828    0   12
B 19076 7826    0    9
B 19086 7826    0    6
B 19096 7828    0    4
B 19106 7828    0    2
B 19116 7828    0    0
B 19126 7826    0   -2
B 19136 7826    0   -4
B 19146 7828    0   -4
B 19156 7826    0   -5
B 19166 7828    0   -5
B 19176 7828    0   -5
B 19186 7828    0   -5
B 19196 7828    0   -5
B 19206 7826    0   -5
B 19216 7826    0   -5
B 19226 7829    0   -5
B 19236 7828    0   -5
B 19246 7826    0   -5
B 19256 7828    0   -5
B 19266 7829    0   -5
B 19276 7828    0   -5
B 19286 7828    0   -5
B 19296 7828    0   -5
B 19306 7829    0   -5
B 19316 7826    0   -5
B 19326 7828    0   -5
B 19336 7829    0   -5
B 19346 7828    0   -5
B 19356 7828    0   -5
B 19366 7829    0   -5
B 19376 7828    0   -5
B 19386 7829    0   -5
B 19396 7829    0   -5
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8139
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 19406 7831   81   -5
B 19416 7829   81   -5
B 19426 7717   81   -5
B 19436 7656   81   -5
B 19446 7665   81   -5
B 19456 7692   81   -5
B 19466 7258   81   -5
B 19476 7400   81   -5
B 19486 7346   81   -2
B 19496 7371   81    7
B 19506 7248   81   16
B 19516 7237   81   27
B 19527 7093   81   37
B 19537 7064   81   47
B 19547 7089   81   56
B 19557 7198   69   66
B 19567 7254   49   76
B 19577 7235   30   87
B 19587 7330   30   99
B 19597 7372   30  110
*** adj PULL_V2->36 
*** dt = 43 , A = 120 , rpm = 381 
B 19607 7406   36  121
B 19617 7352   36  130
B 19627 7675   36  140
B 19637 7678   36  150
B 19647 7715   36  160
pull out 161
B 19657 7718 -102  170
B 19667 7721 -102  179
B 19677 7600 -102  187
B 19687 7484 -102  192
B 19697 7494 -102  198
B 19707 7539 -102  203
B 19717 6985 -102  208
B 19727 7022 -102  210
B 19737 7299 -102  212
B 19747 7318 -102  212
B 19757 7223 -102  212
*** amax = 212  vhit = 101
B 19767 7325 -103  205
B 19777 7256 -103  191
B 19787 7288 -103  176
B 19797 6991 -103  160
B 19807 6972 -103  143
B 19817 7012 -103  125
B 19827 7178 -103  106
B 19837 7289 -103   85
B 19847 7288 -103   64
B 19857 7430 -103   41
B 19867 7434 -103   17
B 19877 7447 -103   -7
push -12 -10
push out at target
B 19887 7458   81  -22
B 19897 7474   81  -33
B 19907 7433   81  -46
B 19917 7399   81  -61
B 19927 7427   81  -74
B 19937 7469   81  -89
B 19947 7402   81 -104
B 19957 7162   81 -118
B 19967 7096   81 -130
B 19977 7295   81 -136
B 19987 7319   40 -136
B 19997 7314   10 -136
B 20007 7265   10 -133
B 20017 7165   10 -121
B 20027 7229   10 -108
B 20037 7258   10  -97
B 20047 7591   10  -85
B 20057 7597   10  -72
B 20067 7778   10  -59
B 20077 7780   10  -46
pb end 
B 20087 7780    0  -33
B 20097 7782    0  -21
B 20107 7784    0   -9
B 20117 7785    0    2
B 20127 7784    0   10
B 20137 7788    0   16
B 20147 7788    0   19
B 20157 7788    0   21
B 20167 7788    0   22
B 20177 7788    0   22
B 20187 7823    0   22
B 20197 7790    0   22
B 20207 7790    0   22
B 20217 7790    0   22
B 20227 7823    0   21
B 20237 7822    0   20
B 20247 7826    0   17
B 20257 7823    0   15
B 20267 7825    0   14
B 20277 7825    0   12
B 20287 7825    0   11
B 20297 7825    0    9
B 20307 7825    0    8
B 20317 7826    0    7
