1x8 miss 1
2x8 first 3 too far
B 1763 7902   10  -19
pb end 
B 1773 7905    0   -9
B 1783 7907    0   -1
B 1793 7905    0    6
B 1803 7908    0   11
B 1813 7909    0   16
B 1823 7909    0   19
B 1833 7908    0   22
B 1843 7912    0   24
B 1853 7911    0   26
B 1863 7909    0   30
B 1873 7913    0   30
B 1883 7912    0   31
B 1893 7911    0   31
B 1903 7912    0   31
B 1913 7913    0   31
B 1923 7912    0   31
B 1933 7912    0   31
B 1943 7911    0   31
B 1953 7912    0   31
B 1963 7911    0   31
B 1973 7948    0   31
B 1983 7948    0   31
B 1993 7913    0   31
B 2003 7912    0   31
B 2013 7913    0   31
B 2023 7913    0   31
B 2033 7913    0   29
B 2043 7912    0   27
B 2053 7916    0   25
B 2063 7915    0   23
B 2073 7915    0   21
B 2083 7913    0   19
B 2093 7916    0   17
B 2103 7915    0   16
B 2113 7912    0   15
B 2123 7915    0   13
B 2133 7915    0   12
B 2143 7912    0   11
B 2153 7915    0   10
SSS vs= 1.01  t=  232
%P VOLT1   = 7801
%P VOLT2   = 8090
%P S2_SC   =  1.01
%P L_ANG_MAX = 232
B 2163 7915   70    9
B 2173 7916   70    8
B 2183 7915   70    8
B 2193 7834   70    8
B 2203 7771   70    8
B 2213 7777   70    8
B 2223 7777   70    8
B 2233 7398   70    9
B 2243 7461   70    9
B 2253 7432   70   17
B 2263 7398   70   26
B 2273 7311   70   35
B 2284 7337   70   45
B 2294 7356   70   55
B 2305 7500   65   66
B 2315 7500   54   77
B 2325 7468   42   89
B 2335 7523   30  101
B 2345 7556   30  113
B 2355 7587   30  125
B 2365 7648   30  137
*** adj PULL_V2->30 
*** dt = 28 , A = 138 , rpm = 398 
B 2375 7659   30  148
B 2385 7772   30  159
pull out 168
B 2395 7845 -101  170
B 2405 7846 -101  181
B 2415 7813 -101  191
B 2425 7766 -101  201
B 2435 7606 -101  207
B 2445 7600 -101  215
B 2455 7503 -101  222
B 2465 7557 -101  229
B 2475 7134 -101  233
B 2485 7459 -101  235
B 2495 7350 -101  235
B 2505 7340 -101  235
*** amax = 235  vhit = 99
B 2515 7272 -100  230
B 2525 7271 -100  217
B 2535 7098 -100  202
B 2545 6949 -100  186
B 2555 7012 -100  170
B 2565 7052 -100  151
B 2575 7322 -100  133
B 2585 7324 -100  112
B 2595 7425 -100   91
B 2605 7528 -100   69
B 2615 7536 -100   45
B 2625 7551 -100   21
B 2635 7570 -100   -3
push -12 -10
push out at target
B 2645 7582   80  -19
B 2655 7562   80  -31
B 2665 7513   80  -45
B 2675 7524   80  -57
B 2685 7567   80  -70
B 2695 7154   80  -84
B 2705 7183   80  -97
B 2715 7323   80 -110
B 2725 7472   80 -118
B 2735 7406   56 -120
B 2745 7413    6 -120
B 2755 7343   10 -120
B 2765 7435   10 -109
B 2775 7299   10  -99
B 2785 7842   10  -88
B 2795 7853   10  -76
B 2805 7860   10  -65
B 2815 7898   10  -53
B 2825 7899   10  -41
B 2835 7867   10  -30
pb end 
B 2845 7901    0  -19
B 2855 7904    0   -9
B 2865 7904    0   -1
B 2875 7905    0    6
B 2885 7908    0   11
B 2895 7907    0   15
B 2905 7908    0   19
B 2915 7909    0   21
B 2925 7908    0   23
B 2935 7909    0   24
B 2945 7909    0   25
B 2955 7909    0   28
B 2965 7909    0   28
B 2975 7911    0   28
B 2985 7911    0   28
B 2995 7911    0   28
B 3005 7911    0   28
B 3015 7911    0   28
B 3025 7912    0   28
B 3035 7912    0   28
B 3045 7912    0   28
B 3055 7912    0   28
B 3065 7912    0   28
B 3075 7911    0   28
B 3085 7912    0   28
B 3095 7912    0   28
B 3105 7912    0   27
B 3115 7912    0   26
B 3125 7912    0   24
B 3135 7912    0   22
B 3145 7912    0   20
B 3155 7913    0   19
B 3165 7913    0   17
B 3175 7912    0   15
B 3185 7911    0   15
B 3195 7913    0   13
B 3205 7912    0   12
B 3215 7912    0   11
B 3225 7913    0   11
B 3235 7912    0   10
SSS vs= 1.01  t=  227
%P VOLT1   = 7801
%P VOLT2   = 8083
%P S2_SC   =  1.01
%P L_ANG_MAX = 227
B 3246 7912   70    9
B 3256 7913   70    9
B 3266 7913   70    8
B 3278 7823   70    8
B 3288 7806   70    8
B 3299 7775   70    8
B 3309 7405   70    8
B 3319 7367   70    9
B 3329 7440   70   12
B 3339 7427   70   21
B 3349 7440   70   30
B 3359 7325   70   39
B 3369 7346   70   48
B 3379 7359   70   58
B 3389 7466   61   69
B 3400 7462   49   80
B 3411 7462   34   93
B 3421 7539   30  106
B 3431 7528   30  118
B 3441 7566   30  130
*** adj PULL_V2->30 
*** dt = 29 , A = 132 , rpm = 398 
B 3451 7582   30  142
B 3461 7769   30  153
B 3471 7771   30  163
pull out 165
B 3481 7845 -101  175
B 3491 7846 -101  185
B 3501 7847 -101  195
B 3511 7646 -101  203
B 3521 7587 -101  211
B 3531 7622 -101  218
B 3541 7672 -101  225
B 3551 7119 -101  230
B 3561 7128 -101  234
B 3571 7361 -101  235
B 3581 7366 -101  235
B 3591 7319 -101  234
*** amax = 235  vhit = 96
B 3601 7271  -97  221
B 3611 7082  -97  207
B 3621 7138  -97  191
B 3631 6987  -97  174
B 3641 7075  -97  156
B 3651 7105  -97  137
B 3661 7327  -97  118
B 3671 7432  -97   97
B 3681 7429  -97   74
B 3691 7538  -97   51
B 3701 7551  -97   27
B 3711 7566  -97    2
push -11 -10
push out at target
B 3721 7582   80  -17
B 3731 7568   80  -27
B 3741 7477   80  -40
B 3751 7516   80  -53
B 3761 7556   80  -66
B 3771 7601   80  -79
B 3781 7139   80  -93
B 3791 7350   80 -107
B 3801 7257   80 -117
B 3811 7401   73 -121
B 3821 7452   23 -121
B 3831 7530   10 -121
B 3841 7388   10 -114
B 3851 7375   10 -102
B 3861 7406   10  -93
B 3871 7813   10  -81
B 3881 7783   10  -68
B 3891 7789   10  -56
B 3901 7861   10  -43
B 3911 7864   10  -31
B 3921 7864   10  -19
pb end 
B 3931 7867    0   -7
B 3941 7902    0    3
B 3951 7902    0   13
B 3961 7905    0   21
B 3971 7907    0   26
B 3981 7907    0   31
B 3991 7907    0   33
B 4001 7908    0   35
B 4011 7907    0   37
B 4021 7908    0   38
B 4031 7911    0   39
B 4041 7909    0   39
B 4051 7908    0   41
B 4061 7909    0   41
B 4071 7909    0   41
B 4081 7909    0   41
B 4091 7908    0   41
B 4101 7909    0   41
B 4111 7911    0   41
B 4121 7909    0   41
B 4131 7911    0   41
B 4141 7909    0   40
B 4151 7911    0   40
B 4161 7911    0   38
B 4171 7912    0   35
B 4181 7909    0   33
B 4191 7912    0   31
B 4201 7911    0   28
B 4211 7912    0   25
B 4221 7911    0   23
B 4231 7911    0   21
B 4241 7912    0   19
B 4251 7912    0   16
B 4261 7912    0   15
B 4271 7912    0   14
B 4281 7912    0   12
B 4291 7911    0   11
B 4301 7912    0   11
B 4311 7912    0   10
B 4321 7912    0    9
SSS vs= 1.01  t=  227
%P VOLT1   = 7801
%P VOLT2   = 8080
%P S2_SC   =  1.01
%P L_ANG_MAX = 227
B 4331 7909   70    9
B 4341 7913   70    9
B 4351 7861   70    8
B 4361 7775   70    8
B 4371 7774   70    8
B 4381 7777   70    8
B 4391 7373   70    8
B 4401 7340   70    9
B 4411 7451   70   13
B 4421 7471   70   21
B 4431 7481   70   30
B 4441 7291   70   39
B 4451 7310   70   48
B 4461 7319   70   58
B 4471 7427   61   68
B 4481 7462   49   79
B 4491 7460   35   91
B 4501 7532   30  102
B 4511 7518   30  114
B 4521 7560   30  126
*** adj PULL_V2->30 
*** dt = 29 , A = 132 , rpm = 398 
B 4531 7578   30  138
B 4541 7730   30  149
B 4551 7732   30  159
pull out 163
B 4561 7808 -101  170
B 4571 7843 -101  180
B 4581 7846 -101  191
B 4591 7645 -101  199
B 4601 7551 -101  206
B 4611 7581 -101  214
B 4621 7670 -101  221
B 4631 7082 -101  225
B 4641 7090 -101  229
B 4651 7363 -101  230
B 4661 7362 -101  230
*** amax = 230  vhit = 99
B 4671 7322 -100  227
B 4681 7276 -100  215
B 4691 7091 -100  201
B 4701 7147 -100  185
B 4711 6995 -100  168
B 4721 7079 -100  150
B 4731 7107 -100  131
B 4741 7330 -100  111
B 4751 7431 -100   91
B 4761 7428 -100   68
B 4771 7537 -100   45
B 4781 7514 -100   21
B 4791 7531 -100   -4
push -10 -10
push out at target
B 4801 7545   80  -18
B 4811 7559   80  -30
B 4821 7471   80  -43
B 4831 7484   80  -57
B 4841 7557   80  -71
B 4851 7598   80  -85
B 4861 7176   80  -99
B 4871 7343   80 -113
B 4881 7245   80 -123
B 4891 7393   73 -127
B 4901 7417   23 -127
B 4911 7491   10 -127
B 4921 7382   10 -119
B 4931 7339   10 -106
B 4941 7369   10  -97
B 4951 7776   10  -83
B 4961 7784   10  -71
B 4971 7786   10  -58
B 4981 7861   10  -46
B 4991 7860   10  -33
pb end 
B 5001 7864    0  -21
B 5011 7866    0   -9
B 5021 7867    0    2
B 5031 7868    0   11
B 5041 7904    0   18
B 5051 7905    0   23
B 5061 7907    0   27
B 5071 7907    0   31
B 5081 7905    0   32
B 5091 7908    0   34
B 5101 7907    0   35
B 5111 7908    0   35
B 5121 7907    0   38
B 5131 7908    0   38
B 5141 7908    0   38
B 5151 7909    0   38
B 5161 7908    0   38
B 5171 7909    0   38
B 5181 7911    0   38
B 5191 7909    0   38
B 5201 7909    0   38
B 5211 7909    0   38
B 5221 7909    0   38
B 5231 7909    0   38
B 5241 7909    0   37
B 5251 7909    0   35
B 5261 7911    0   33
B 5271 7909    0   31
B 5281 7908    0   28
B 5291 7911    0   26
B 5301 7911    0   23
B 5311 7913    0   21
B 5321 7911    0   19
B 5331 7909    0   17
B 5341 7911    0   15
B 5351 7911    0   14
B 5361 7911    0   13
B 5371 7911    0   12
B 5381 7908    0   11
B 5391 7911    0   11
SSS vs= 1.01  t=  227
%P VOLT1   = 7801
%P VOLT2   = 8080
%P S2_SC   =  1.01
%P L_ANG_MAX = 227
B 5402 7911   70   10
B 5412 7911   70   10
B 5423 7911   70    9
B 5433 7830   70    9
B 5443 7769   70    9
B 5453 7772   70    9
B 5463 7772   70    9
B 5473 7401   70    9
B 5483 7514   70   10
B 5493 7484   70   15
B 5503 7439   70   23
B 5513 7266   70   32
B 5524 7288   70   43
B 5534 7345   70   52
B 5544 7394   69   62
B 5554 7397   58   72
B 5564 7465   44   83
B 5575 7511   32   95
B 5585 7545   30  108
B 5595 7543   30  119
*** adj PULL_V2->31 
*** dt = 30 , A = 131 , rpm = 397 
B 5605 7570   31  131
B 5615 7581   31  143
B 5625 7694   31  153
pull out 163
B 5635 7802 -101  163
B 5645 7807 -101  175
B 5655 7843 -101  185
B 5665 7766 -101  195
B 5675 7604 -101  202
B 5685 7601 -101  209
B 5695 7645 -101  216
B 5705 7698 -101  222
B 5715 7096 -101  227
B 5725 7428 -101  230
B 5735 7317 -101  230
B 5745 7345 -101  230
*** amax = 230  vhit = 99
B 5755 7316 -100  223
B 5765 7322 -100  209
B 5775 7185 -100  195
B 5785 6954 -100  179
B 5795 7013 -100  161
B 5805 7092 -100  143
B 5815 7326 -100  124
B 5825 7326 -100  103
B 5835 7428 -100   83
B 5845 7497 -100   59
B 5855 7503 -100   36
B 5865 7556 -100   11
B 5875 7572 -100  -12
push -13 -10
push out at target
B 5885 7576   80  -23
B 5895 7547   80  -35
B 5905 7518   80  -49
B 5915 7534   80  -62
B 5925 7573   80  -77
B 5935 7119   80  -90
B 5945 7147   80 -105
B 5955 7279   80 -118
B 5965 7432   80 -126
B 5975 7378   56 -127
B 5985 7418    0 -127
B 5995 7376   10 -126
B 6005 7465   10 -114
B 6015 7289   10 -103
B 6025 7804   10  -93
B 6035 7813   10  -81
B 6045 7856   10  -68
B 6055 7861   10  -57
B 6065 7860   10  -45
B 6075 7863   10  -33
pb end 
B 6085 7864    0  -23
B 6095 7864    0  -13
B 6105 7866    0   -5
B 6115 7866    0    2
B 6125 7868    0    7
B 6135 7904    0   12
B 6145 7905    0   16
B 6155 7905    0   19
B 6165 7905    0   21
B 6175 7907    0   23
B 6185 7908    0   26
B 6195 7907    0   27
B 6205 7907    0   27
B 6215 7908    0   28
B 6225 7907    0   28
B 6235 7908    0   28
B 6245 7908    0   28
B 6255 7908    0   28
B 6265 7908    0   28
B 6275 7908    0   28
B 6285 7909    0   28
B 6295 7908    0   28
B 6305 7908    0   28
B 6315 7909    0   28
B 6325 7909    0   28
B 6335 7908    0   28
B 6345 7909    0   27
B 6355 7911    0   26
B 6365 7908    0   24
B 6375 7909    0   22
B 6385 7909    0   20
B 6395 7908    0   19
B 6405 7908    0   17
B 6415 7909    0   15
B 6425 7908    0   14
B 6435 7909    0   13
B 6445 7909    0   11
B 6455 7909    0   11
B 6465 7909    0    9
B 6475 7909    0    9
SSS vs= 1.01  t=  222
%P VOLT1   = 7801
%P VOLT2   = 8073
%P S2_SC   =  1.01
%P L_ANG_MAX = 222
B 6486 7909   70    8
B 6496 7908   70    7
B 6506 7911   70    7
B 6516 7803   70    7
B 6526 7769   70    7
B 6536 7768   70    7
B 6546 7754   70    7
B 6556 7509   70    7
B 6566 7441   70   11
B 6576 7429   70   19
B 6586 7404   70   27
B 6596 7319   70   36
B 6606 7343   70   46
B 6616 7359   70   55
B 6626 7394   64   65
B 6636 7391   49   77
B 6646 7465   34   87
B 6656 7525   30  100
B 6666 7560   30  112
B 6676 7590   30  124
*** adj PULL_V2->30 
*** dt = 30 , A = 126 , rpm = 398 
B 6686 7612   30  136
B 6696 7619   30  147
B 6706 7731   30  157
pull out 159
B 6716 7805 -101  167
B 6726 7738 -101  178
B 6736 7571 -101  187
B 6746 7601 -101  195
B 6756 7643 -101  204
B 6766 7694 -101  211
B 6776 7229 -101  215
B 6786 7170 -101  219
B 6796 7251 -101  219
B 6806 7406 -101  219
*** amax = 219  vhit = 101
B 6816 7382 -102  211
B 6826 7281 -102  198
B 6836 6969 -102  183
B 6846 7028 -102  167
B 6856 7013 -102  151
B 6866 7160 -102  133
B 6876 7181 -102  115
B 6886 7288 -102   95
B 6896 7459 -102   74
B 6906 7460 -102   51
B 6916 7500 -102   28
B 6926 7514 -102    5
push -10 -10
push out at target
B 6936 7532   80  -16
B 6946 7528   80  -26
B 6956 7523   80  -38
B 6966 7445   80  -53
B 6976 7530   80  -66
B 6986 7499   80  -81
B 6996 7542   80  -95
B 7006 7212   80 -109
B 7016 7411   80 -123
B 7026 7311   80 -130
B 7036 7403   48 -132
B 7046 7413    6 -132
B 7056 7578   10 -131
B 7066 7317   10 -121
B 7076 7253   10 -110
B 7086 7270   10  -99
B 7096 7846   10  -88
B 7106 7854   10  -77
B 7116 7857   10  -65
B 7126 7860   10  -54
B 7136 7860   10  -43
B 7146 7863   10  -33
pb end 
B 7156 7861    0  -22
B 7166 7864    0  -13
B 7176 7866    0   -6
B 7186 7867    0   -1
B 7196 7867    0    4
B 7206 7868    0    8
B 7216 7904    0   11
B 7226 7902    0   14
B 7236 7905    0   16
B 7246 7904    0   17
B 7256 7904    0   19
B 7266 7907    0   22
B 7276 7905    0   22
B 7286 7905    0   22
B 7296 7907    0   22
B 7306 7907    0   22
B 7316 7905    0   22
B 7326 7907    0   22
B 7336 7905    0   22
B 7346 7907    0   22
B 7356 7908    0   22
B 7366 7908    0   22
B 7376 7907    0   22
B 7386 7908    0   22
B 7396 7908    0   22
B 7406 7908    0   22
B 7416 7905    0   22
B 7426 7908    0   21
B 7436 7908    0   20
B 7446 7907    0   19
B 7456 7909    0   17
B 7466 7908    0   15
B 7476 7908    0   14
B 7486 7908    0   13
B 7496 7908    0   12
B 7506 7908    0   11
B 7516 7909    0   11
B 7526 7909    0   11
B 7536 7908    0   10
B 7546 7909    0   10
SSS vs= 1.01  t=  227
%P VOLT1   = 7801
%P VOLT2   = 8073
%P S2_SC   =  1.01
%P L_ANG_MAX = 227
B 7556 7909   70   10
B 7568 7909   70   10
B 7578 7797   70   10
B 7588 7769   70   10
B 7598 7772   70   10
B 7608 7761   70   10
B 7618 7366   70   10
B 7628 7460   70   11
B 7638 7453   70   19
B 7648 7436   70   28
B 7658 7325   70   37
B 7668 7347   70   46
B 7678 7323   70   55
B 7689 7391   65   66
B 7699 7388   52   77
B 7709 7432   38   88
B 7719 7494   30   99
B 7729 7525   30  111
B 7739 7590   30  123
*** adj PULL_V2->30 
*** dt = 30 , A = 131 , rpm = 398 
B 7749 7681   30  134
B 7759 7690   30  145
B 7769 7731   30  155
pull out 163
B 7779 7840 -101  166
B 7789 7754 -101  175
B 7799 7573 -101  183
B 7809 7570 -101  193
B 7819 7615 -101  200
B 7829 7664 -101  207
B 7839 7267 -101  212
B 7849 7225 -101  215
B 7859 7291 -101  215
B 7869 7406 -101  215
*** amax = 215  vhit = 106
B 7879 7390 -107  208
B 7889 7248 -107  195
B 7899 6931 -107  181
B 7909 6991 -107  165
B 7919 7010 -107  149
B 7929 7195 -107  130
B 7939 7214 -107  113
B 7949 7322 -107   93
B 7959 7495 -107   72
B 7969 7496 -107   50
B 7979 7503 -107   27
B 7989 7514 -107    3
push -10 -10
push out at target
B 7999 7532   80  -16
B 8009 7524   80  -26
B 8019 7513   80  -39
B 8029 7440   80  -53
B 8039 7494   80  -67
B 8049 7431   80  -81
B 8059 7472   80  -97
B 8069 7176   80 -111
B 8079 7407   80 -125
B 8089 7313   80 -131
B 8099 7402   39 -133
B 8109 7379    6 -133
B 8119 7550   10 -133
B 8129 7392   10 -122
B 8139 7289   10 -112
B 8149 7305   10 -102
B 8159 7813   10  -90
B 8169 7853   10  -79
B 8179 7854   10  -69
B 8189 7858   10  -58
B 8199 7861   10  -49
pb end 
B 8209 7860    0  -38
B 8219 7863    0  -29
B 8229 7866    0  -20
B 8239 7870    0  -13
B 8249 7866    0   -6
B 8259 7868    0   -1
B 8269 7867    0    4
B 8279 7904    0    7
B 8289 7902    0   10
B 8299 7904    0   12
B 8309 7905    0   14
B 8319 7902    0   15
B 8329 7905    0   19
B 8339 7905    0   19
B 8349 7904    0   19
B 8359 7905    0   19
B 8369 7905    0   19
B 8379 7905    0   19
B 8389 7904    0   19
B 8399 7907    0   19
B 8409 7907    0   19
B 8419 7905    0   19
B 8429 7907    0   19
B 8439 7907    0   19
B 8449 7909    0   19
B 8459 7905    0   19
B 8469 7907    0   19
B 8479 7905    0   19
B 8489 7905    0   18
B 8499 7907    0   18
B 8509 7907    0   18
B 8519 7907    0   17
B 8529 7907    0   17
B 8539 7908    0   15
B 8549 7908    0   15
B 8559 7908    0   14
B 8569 7907    0   13
B 8579 7908    0   12
B 8589 7908    0   12
B 8599 7908    0   12
*** 8616
SSS vs= 1.01  t=  232
%P VOLT1   = 7801
%P VOLT2   = 8090
%P S2_SC   =  1.01
%P L_ANG_MAX = 232
B   0 791   70   11
B  10 7915   70   11
B  20 7915   70   11
B  30 7816   70   11
B  40 7768   70   11
B  50 7764   70   11
B  61 7749   70   12
B  71 7427   70   12
B  82 7422   70   14
B  92 7419   70   22
B 102 7403   70   31
B 112 7319   70   39
B 122 7339   70   48
B 132 7347   70   57
B 143 7386   63   68
B 153 7387   52   79
B 163 7470   40   90
B 173 7534   30  102
B 183 7567   30  112
B 193 7631   30  124
*** adj PULL_V2->41 
*** dt = 38 , A = 135 , rpm = 365 
B 203 7646   41  135
B 213 7657   41  147
B 223 7769   41  157
B 233 7797   41  167
pull out 175
B 243 7795 -101  178
B 253 7795 -101  187
B 263 7672 -101  197
B 273 7559 -101  203
B 283 7540 -101  211
B 293 7627 -101  218
B 303 7679 -101  224
B 313 7314 -101  229
B 323 7410 -101  231
B 333 7295 -101  231
B 343 7401 -101  231
*** amax = 231  vhit = 100
B 353 7339 -101  223
B 363 7346 -101  210
B 373 6998 -101  195
B 383 6954 -101  179
B 393 7013 -101  161
B 403 7161 -101  143
B 413 7287 -101  123
B 423 7288 -101  103
B 433 7497 -101   82
B 443 7493 -101   59
B 453 7503 -101   35
B 463 7552 -101   11
push -12 -10
push out at target
B 473 7570   80  -13
B 483 7570   80  -24
B 493 7569   80  -36
B 503 7472   80  -50
B 513 7497   80  -63
B 523 7509   80  -77
B 533 7127   80  -91
B 543 7147   80 -105
B 553 7394   80 -117
B 563 7411   80 -123
B 573 7355   39 -124
B 583 7413    0 -124
B 593 7405   10 -121
B 603 7476   10 -109
B 613 7294   10  -99
B 623 7808   10  -86
B 633 7816   10  -74
B 643 7857   10  -62
B 653 7860   10  -50
B 663 7861   10  -38
B 673 7864   10  -27
pb end 
B 683 7864    0  -15
B 693 7866    0   -6
B 703 7867    0    2
B 713 7904    0    8
B 723 7905    0   13
B 733 7905    0   18
B 743 7905    0   21
B 753 7908    0   23
B 763 7907    0   25
B 773 7905    0   27
B 783 7907    0   31
B 793 7908    0   31
B 803 7908    0   31
B 813 7908    0   31
B 823 7908    0   31
B 833 7909    0   31
B 843 7908    0   31
B 853 7908    0   31
B 863 7909    0   31
B 873 7908    0   31
B 883 7909    0   31
B 893 7909    0   31
B 903 7909    0   31
B 913 7909    0   31
B 923 7911    0   31
B 933 7911    0   31
B 943 7908    0   30
B 953 7909    0   27
B 963 7911    0   25
B 973 7911    0   23
B 983 7909    0   21
B 993 7908    0   19
B 1003 7911    0   17
B 1013 7911    0   16
B 1023 7911    0   15
B 1033 7911    0   13
B 1043 7911    0   12
B 1053 7911    0   11
B 1063 7909    0   10
B 1073 7912    0    9
SSS vs= 1.01  t=  243
%P VOLT1   = 7801
%P VOLT2   = 8076
%P S2_SC   =  1.01
%P L_ANG_MAX = 243
B 1084 7909   70    8
B 1095 7911   70    7
B 1105 7876   70    7
B 1115 7781   70    7
B 1125 7772   70    7
B 1135 7777   70    7
B 1145 7754   70    7
B 1155 7430   70    7
B 1165 7430   70   11
B 1177 7358   70   21
B 1188 7380   70   31
B 1198 7336   70   41
B 1208 7353   70   51
B 1218 7356   70   61
B 1228 7388   61   71
B 1238 7460   51   83
B 1248 7465   40   95
B 1258 7541   30  107
B 1268 7526   30  119
B 1278 7553   30  131
*** adj PULL_V2->30 
*** dt = 34 , A = 142 , rpm = 398 
B 1288 7608   30  143
B 1298 7725   30  154
B 1308 7731   30  165
B 1318 7769   30  175
pull out 179
B 1328 7808 -101  187
B 1338 7802 -101  197
B 1348 7590 -101  203
B 1358 7560 -101  211
B 1368 7597 -101  219
B 1378 7685 -101  227
B 1388 7269 -101  231
B 1398 7256 -101  235
*** amax = 236  vhit = 103
B 1408 7295 -104  235
B 1418 7415 -104  235
B 1428 7380 -104  233
B 1438 7299 -104  220
B 1448 6941 -104  206
B 1458 7002 -104  190
B 1468 6991 -104  174
B 1478 7147 -104  155
B 1488 7173 -104  136
B 1498 7288 -104  117
B 1508 7497 -104   95
B 1518 7493 -104   73
B 1528 7497 -104   50
B 1538 7511 -104   26
B 1548 7528 -104    1
push -12 -10
push out at target
B 1558 7541   80  -17
B 1568 7561   80  -28
B 1578 7463   80  -41
B 1588 7517   80  -54
B 1598 7522   80  -66
B 1608 7565   80  -81
B 1618 7141   80  -94
B 1628 7415   80 -107
B 1638 7324   80 -117
B 1648 7386   73 -121
B 1658 7383   23 -121
B 1668 7490   10 -121
B 1678 7488   10 -113
B 1688 7268   10 -101
B 1698 7297   10  -91
B 1708 7738   10  -78
B 1718 7853   10  -65
B 1728 7854   10  -53
B 1738 7858   10  -41
B 1748 7858   10  -28
B 1758 7861   10  -16
pb end 
B 1768 7864    0   -4
B 1778 7864    0    7
B 1788 7866    0   16
B 1798 7867    0   23
B 1808 7902    0   28
B 1818 7904    0   31
B 1828 7905    0   34
B 1838 7905    0   36
B 1848 7904    0   37
B 1858 7907    0   38
B 1868 7905    0   38
B 1878 7905    0   40
B 1888 7905    0   40
B 1898 7905    0   39
B 1908 7905    0   39
B 1918 7907    0   39
B 1928 7905    0   40
B 1938 7907    0   39
B 1948 7907    0   39
B 1958 7905    0   39
B 1968 7907    0   39
B 1978 7908    0   39
B 1988 7907    0   39
B 1998 7908    0   38
B 2008 7907    0   36
B 2018 7908    0   35
B 2028 7908    0   33
B 2038 7908    0   31
B 2048 7908    0   28
B 2058 7907    0   26
B 2068 7905    0   23
B 2078 7908    0   21
B 2088 7908    0   19
B 2098 7908    0   16
B 2108 7908    0   15
B 2118 7908    0   12
B 2128 7908    0   11
B 2138 7909    0    9
B 2148 7908    0    8
B 2158 7909    0    7
SSS vs= 1.01  t=  238
%P VOLT1   = 7801
%P VOLT2   = 8073
%P S2_SC   =  1.01
%P L_ANG_MAX = 238
B 2169 7909   70    7
B 2179 7909   70    6
B 2189 7817   70    6
B 2200 7764   70    6
B 2212 7772   70    6
B 2222 7775   70    7
B 2232 7470   70    7
B 2242 7481   70    9
B 2252 7454   70   17
B 2263 7372   70   27
B 2273 7271   70   36
B 2283 7291   70   46
B 2293 7343   70   55
B 2303 7383   65   66
B 2314 7394   54   77
B 2325 7470   41   90
B 2335 7537   30  103
B 2345 7559   30  114
B 2355 7557   30  126
*** adj PULL_V2->36 
*** dt = 39 , A = 136 , rpm = 381 
B 2365 7608   36  137
B 2375 7619   36  149
B 2385 7762   36  159
B 2395 7763   36  170
pull out 179
B 2405 7763 -101  181
B 2415 7799 -101  191
B 2425 7620 -101  200
B 2435 7553 -101  206
B 2445 7580 -101  214
B 2455 7634 -101  222
B 2465 7682 -101  227
B 2475 7273 -101  231
B 2485 7345 -101  233
B 2495 7234 -101  233
B 2505 7357 -101  233
*** amax = 233  vhit = 102
B 2515 7305 -103  222
B 2525 7323 -103  207
B 2535 7017 -103  193
B 2545 6971 -103  176
B 2555 7024 -103  159
B 2565 7129 -103  139
B 2575 7286 -103  120
B 2585 7286 -103  100
B 2595 7459 -103   79
B 2606 7531 -103   53
B 2617 7507 -103   27
B 2627 7523 -103    3
push -11 -10
push out at target
B 2637 7575   80  -17
B 2647 7568   80  -29
B 2657 7471   80  -41
B 2667 7475   80  -55
B 2677 7474   80  -69
B 2687 7520   80  -82
B 2697 7130   80  -96
B 2707 7418   80 -109
B 2717 7326   80 -121
B 2727 7389   80 -125
B 2737 7382   23 -125
B 2747 7467   10 -125
B 2757 7442   10 -117
B 2767 7259   10 -105
B 2777 7293   10  -93
B 2787 7735   10  -81
B 2797 7850   10  -68
B 2807 7854   10  -55
B 2817 7857   10  -42
B 2827 7858   10  -29
pb end 
B 2837 7861    0  -17
B 2847 7861    0   -5
B 2857 7863    0    7
B 2867 7864    0   16
B 2877 7864    0   23
B 2887 7902    0   28
B 2897 7901    0   32
B 2907 7902    0   35
B 2917 7901    0   37
B 2927 7902    0   38
B 2937 7904    0   39
B 2947 7905    0   39
B 2957 7904    0   42
B 2967 7904    0   42
B 2977 7905    0   42
B 2987 7904    0   42
B 2997 7904    0   42
B 3007 7908    0   42
B 3017 7904    0   42
B 3027 7904    0   42
B 3037 7907    0   42
B 3047 7904    0   42
B 3057 7871    0   42
B 3067 7905    0   42
B 3077 7905    0   41
B 3087 7907    0   39
B 3097 7905    0   36
B 3107 7907    0   34
B 3117 7905    0   31
B 3127 7905    0   28
B 3137 7905    0   26
B 3147 7907    0   23
B 3157 7907    0   21
B 3167 7907    0   19
B 3177 7907    0   16
B 3187 7905    0   15
B 3197 7907    0   13
B 3207 7907    0   11
B 3217 7907    0   10
B 3227 7908    0    9
SSS vs= 1.01  t=  238
%P VOLT1   = 7801
%P VOLT2   = 8066
%P S2_SC   =  1.01
%P L_ANG_MAX = 238
B 3237 7908   70    8
B 3247 7908   70    7
B 3257 7907   70    7
B 3267 7844   70    6
B 3277 7769   70    6
B 3287 7771   70    6
B 3297 7774   70    6
B 3307 7476   70    6
B 3317 7448   70    7
B 3327 7450   70   11
B 3337 7403   70   19
B 3347 7410   70   28
B 3357 7290   70   38
B 3368 7343   70   47
B 3378 7351   70   58
B 3388 7351   63   67
